trajectory_key,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,ego_progress,time_to_collision_within_bound,comfort,score,error
c5510354351d5d5e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fc8a398075265f44,True,1.0,1.0,1.0,0.31607822707448,1.0,0.0,0.5483659279477,
5f124bba478c570a,True,1.0,1.0,1.0,0.8409223940632213,1.0,1.0,0.9337176641930088,
eba2b9d63f5b5ae8,True,1.0,1.0,1.0,0.244951860229341,1.0,1.0,0.685396608428892,
6ea198f259b85e49,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
a51fda3f10da5432,True,1.0,1.0,1.0,0.43005770663498577,1.0,0.0,0.5958573777645774,
490463fd7e9e5769,True,1.0,1.0,1.0,0.2571546533239741,1.0,1.0,0.6904811055516559,
7edfabe116e25844,True,1.0,1.0,1.0,0.42384480507632133,1.0,1.0,0.7599353354484673,
fb35180af57e571f,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
c65c265780365bb1,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
55eed45c895852b9,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
89b190b36cd75ce9,True,1.0,1.0,1.0,0.29969245821941704,1.0,1.0,0.708205190924757,
d94aa4b0e05e5be9,True,1.0,1.0,1.0,0.42212656797588805,1.0,1.0,0.7592194033232866,
c4b1d4fabd315035,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
afb6f330e8665731,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
05c1feab4b8f5957,True,1.0,1.0,1.0,0.7432723820755854,1.0,1.0,0.8930301591981605,
5ea36cebd2575b16,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fb21dbec77535015,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
01e6276eff385ea8,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
c7af3cc6ee42577f,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
bca8b9c053845df8,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
d85c679f79b552ae,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
1774308b2ce65a6b,True,1.0,1.0,1.0,0.7829744662374348,1.0,1.0,0.9095726942655978,
8f8ce43e73ab5045,True,1.0,1.0,1.0,0.44418801430874694,0.0,0.0,0.18507833929531123,
13559c5a97855007,True,1.0,1.0,1.0,0.48578372261746605,1.0,1.0,0.7857432177572775,
8c240d53cf9e5c6a,True,1.0,1.0,1.0,0.1507434494297346,1.0,1.0,0.646143103929056,
964f8f7263c0562f,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
de756f627de855fd,True,1.0,1.0,1.0,0.4016441735145558,1.0,1.0,0.7506850722977316,
f419cea88ed9500b,True,1.0,1.0,1.0,0.3840783707404382,1.0,1.0,0.743365987808516,
c0fb4281da785582,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
66a2be8354ba5535,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
2d6b0679be1753dc,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
6f31e863bab65c62,True,1.0,1.0,1.0,0.3553867567298279,1.0,0.0,0.5647444819707617,
9e7d2e400b4d5e26,True,1.0,1.0,1.0,0.4652710922241129,1.0,1.0,0.7771962884267136,
2d8d56c6e9505e46,True,1.0,1.0,1.0,0.35611995616556646,1.0,1.0,0.7317166484023193,
c602d7c53cdb500c,True,1.0,1.0,1.0,0.47934188776681846,1.0,1.0,0.783059119902841,
69a4a5913bfc5d5d,True,1.0,1.0,1.0,0.4995426223037635,1.0,1.0,0.791476092626568,
a2e68628420f5c97,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
5be54baed8b35bd7,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
05f1c7e44f74538c,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
b8b67fccb642589b,True,1.0,1.0,1.0,0.7056080686928504,1.0,1.0,0.8773366952886876,
325c162902835de3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
649fc97f62be5ebb,True,1.0,1.0,1.0,0.43029475704864795,1.0,0.0,0.5959561487702699,
d2fa9bb30cae5e4d,True,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,
f2291b8766215c41,True,1.0,1.0,1.0,0.9747135435321909,1.0,1.0,0.9894639764717462,
f15b26c87a0e557d,True,1.0,1.0,1.0,0.2641460281253994,1.0,1.0,0.6933941783855831,
9abcb094fcef5f84,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
ebf97a584bcb556e,True,1.0,1.0,1.0,0.2149457420372585,1.0,1.0,0.672894059182191,
643b177aa4235fe7,True,1.0,1.0,1.0,0.6227819635361244,1.0,0.0,0.6761591514733851,
3554e319cfc55fa1,True,1.0,1.0,1.0,0.38124709177401966,1.0,1.0,0.7421862882391749,
cfd1452f415d5b07,True,1.0,1.0,1.0,0.6844923967420407,1.0,1.0,0.868538498642517,
f790e64181a15f5a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
dadfddb20a29587d,True,1.0,1.0,1.0,0.21456109397691095,1.0,0.0,0.5060671224903796,
67905d7b4c3e564e,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
1e60548b4c00538a,True,1.0,1.0,1.0,0.28663273075596385,1.0,1.0,0.7027636378149849,
21265a3838ee5a46,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
b0aa550f818f52a0,True,1.0,1.0,1.0,0.4770859574603821,1.0,0.0,0.6154524822751593,
1245f142241059d2,True,1.0,1.0,1.0,0.7117425157345165,1.0,1.0,0.8798927148893819,
dd79f9aa92105761,True,1.0,1.0,1.0,0.44250343639816314,1.0,0.0,0.6010430984992347,
348680e464e15fa2,True,1.0,1.0,1.0,0.40678947197203935,1.0,1.0,0.7528289466550163,
205b6a7713b15328,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
b2bf491595815a21,True,1.0,1.0,1.0,0.6236259428374372,1.0,1.0,0.8431774761822655,
6bc77f3b97795470,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
73c600dba1795b0c,True,1.0,1.0,1.0,0.4185262940559316,1.0,1.0,0.7577192891899714,
d9721a19dde7507a,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
221eebe0f41d5e04,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
f4d95a784b725915,True,1.0,1.0,1.0,0.9732023893351754,0.0,1.0,0.5721676622229898,
4c321bb392105b81,True,1.0,1.0,1.0,0.6639966262927883,1.0,1.0,0.8599985942886619,
9be9c9c84b625515,True,1.0,1.0,1.0,0.7437542211089795,1.0,1.0,0.8932309254620748,
527460a8acda5c41,True,0.5,0.0,1.0,0.0,0.0,1.0,0.0,
5a41a7f756c551ce,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
729f20a59c075d82,True,1.0,1.0,1.0,0.29489756885357776,1.0,0.0,0.5395406536889907,
6d3bb2ecca3e54b4,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
2c34a443473f5a82,True,1.0,1.0,1.0,0.9094449338571184,1.0,1.0,0.962268722440466,
8f224f01713a5376,True,1.0,1.0,1.0,0.9480231333055811,1.0,1.0,0.9783429722106588,
eccf91e1e1635acf,True,1.0,1.0,1.0,0.462482098388744,1.0,1.0,0.7760342076619766,
22dde440a0c35d31,True,1.0,1.0,1.0,0.273093387711706,1.0,1.0,0.6971222448798775,
ff3e6f394fea51bf,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334,
134b10cfe7e753e6,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
c2e656fd89675b6c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
85782dccb8715e91,True,1.0,1.0,1.0,0.3843953926179567,1.0,1.0,0.7434980802574819,
237b75204e495145,True,1.0,1.0,1.0,0.23253936713744083,1.0,1.0,0.680224736307267,
6ec94adda61e5483,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
0f337f2c23215a9e,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
03503ef42eeb5573,True,1.0,1.0,1.0,0.38757538409500614,1.0,1.0,0.7448230767062526,
2ffcc771b9375796,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
012ca60989175c54,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334,
4b1073732de35303,True,1.0,1.0,1.0,0.39080240919579784,1.0,0.0,0.5795010038315824,
015011d2b73158b7,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,
63372e43883c5a85,True,1.0,1.0,1.0,0.36797952818238294,1.0,1.0,0.7366581367426596,
cefece29b7b459fa,True,1.0,1.0,1.0,0.379020374652721,1.0,1.0,0.7412584894386338,
f34ebf09b5515de1,True,1.0,1.0,1.0,0.3461305199927994,1.0,0.0,0.5608877166636664,
b77b4b6eb149553f,True,1.0,1.0,1.0,0.5467165474523605,0.0,1.0,0.3944652281051502,
13b979f0dc215ea3,True,1.0,1.0,1.0,0.32731061696961977,1.0,1.0,0.719712757070675,
aa702a3bfb615886,True,1.0,1.0,1.0,0.4180151806332657,1.0,0.0,0.590839658597194,
6139b7811b87514b,True,1.0,1.0,1.0,0.8996921689225281,1.0,1.0,0.9582050703843867,
c38e0ed510f45ed0,True,1.0,1.0,1.0,0.2789678921791261,1.0,0.0,0.5329032884079692,
2633340672525214,True,1.0,1.0,1.0,0.3841165324402128,1.0,1.0,0.7433818885167552,
23f0187033d658d9,True,1.0,1.0,1.0,0.8846098275837571,0.0,1.0,0.5352540948265655,
e3aacc0a542d5e15,True,1.0,1.0,1.0,0.29587901485554197,1.0,1.0,0.7066162561898092,
9cfdfd9619325a79,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
141c6fbfecad5d1c,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
60d952f0aa505d3e,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,
351121baccc95bad,True,1.0,1.0,1.0,0.2762974174433269,1.0,0.0,0.5317905906013862,
06ff013e1efc5056,True,1.0,1.0,1.0,0.6138031953072199,1.0,1.0,0.8390846647113417,
c6be203c41a155e4,True,1.0,1.0,1.0,0.6148072088634882,1.0,1.0,0.8395030036931201,
bf525da8b60559fc,True,1.0,1.0,1.0,0.3126518538819624,0.0,1.0,0.29693827245081766,
e2fcfbb473e95bc8,True,1.0,1.0,1.0,0.621337734779938,1.0,1.0,0.8422240561583075,
496770277e3e50d7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
030704a9aac75776,True,0.5,1.0,1.0,0.8505988497458793,0.0,1.0,0.2605414270303915,
d3351ac6f9185249,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
c3d453408f7a5b44,True,1.0,1.0,1.0,0.4001064579809427,1.0,0.0,0.5833776908253928,
5c5e0e2c9d225b98,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
714710682a6954fd,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
eb48efcbc80f59b7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
d34b1a7834a35883,True,1.0,1.0,1.0,0.28959115314374395,1.0,0.0,0.5373296471432266,
a031a7d531295e92,True,1.0,1.0,1.0,0.43153299443463555,1.0,1.0,0.7631387476810981,
74499565609f56ad,True,1.0,1.0,1.0,0.38308627029531195,1.0,1.0,0.7429526126230467,
6970d8207923563a,True,1.0,1.0,1.0,0.7306154870324655,1.0,1.0,0.8877564529301939,
1a0f27ced7e056f6,True,1.0,1.0,1.0,0.2923319092190795,1.0,0.0,0.5384716288412831,
e4237030b1b75a8d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
85dd8df144d6551e,True,1.0,1.0,1.0,0.2600109588706196,1.0,1.0,0.6916712328627582,
267005afb82050c1,True,1.0,1.0,1.0,0.3972501651759873,1.0,0.0,0.5821875688233281,
48c16e2d0c5f59e7,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
bac42a73c49d5589,True,1.0,1.0,1.0,0.40853700901356205,1.0,1.0,0.7535570870889842,
